dataset,year,treatment,tiller,N,Nmax,lmax,wmax,w(0),w(0.02),w(0.04),w(0.06),w(0.08),w(0.1),w(0.12),w(0.14),w(0.16),w(0.18),w(0.2),w(0.22),w(0.24),w(0.26),w(0.28),w(0.3),w(0.32),w(0.34),w(0.36),w(0.38),w(0.4),w(0.42),w(0.44),w(0.46),w(0.48),w(0.5),w(0.52),w(0.54),w(0.56),w(0.58),w(0.6),w(0.62),w(0.64),w(0.66),w(0.68),w(0.7),w(0.72),w(0.74),w(0.76),w(0.78),w(0.8),w(0.82),w(0.84),w(0.86),w(0.88),w(0.9),w(0.92),w(0.94),w(0.96),w(0.98),w(1)
Wheat III,2003/4,7,0,8,11,20.5118,1.3232,0.018486,0.16904,0.24977,0.3201,0.36845,0.43414,0.48938,0.53513,0.57974,0.59712,0.63027,0.67136,0.72495,0.78576,0.83444,0.83773,0.8716,0.8749,0.87895,0.89037,0.92302,0.9216,0.92166,0.92306,0.93447,0.94979,0.95351,0.94831,0.95165,0.95863,0.97111,0.98235,0.96105,0.98185,0.98078,0.98772,0.97997,0.98659,0.9608,0.95298,0.94369,0.93733,0.94271,0.91802,0.91857,0.90207,0.888,0.86819,0.83275,0.78598,0.68878
Wheat III,2003/4,7,0,9,11,23.4783,1.2886,0.036751,0.12713,0.1908,0.26935,0.30535,0.32054,0.30579,0.34546,0.36736,0.42477,0.44347,0.4955,0.58846,0.62309,0.69919,0.75991,0.77578,0.80785,0.8306,0.8507,0.88886,0.88815,0.89564,0.9048,0.91381,0.93663,0.94746,0.9257,0.96712,0.95647,0.98654,0.97923,0.95314,0.97392,0.98275,0.95748,0.96006,0.94899,0.95636,0.9608,0.95693,0.94202,0.93601,0.94604,0.91408,0.91693,0.93766,0.95568,0.89565,0.82696,0.72272
Wheat III,2003/4,7,0,10,11,26.4587,1.5124,0.021556,0.099364,0.16952,0.23425,0.27888,0.31648,0.36385,0.39366,0.42548,0.47386,0.53824,0.59692,0.6478,0.68809,0.69995,0.72096,0.74184,0.77109,0.796,0.83088,0.84218,0.86358,0.88042,0.91206,0.91911,0.92854,0.94149,0.95239,0.95984,0.96598,0.96073,0.98085,0.99116,0.98852,0.98705,0.98093,0.99597,0.97079,0.95008,0.93754,0.91403,0.92493,0.93972,0.92971,0.93941,0.94036,0.92307,0.9161,0.88385,0.82187,0.68396
Wheat III,2003/4,7,0,11,11,21.3091,1.779,0.022334,0.083343,0.14871,0.19168,0.23444,0.25987,0.28563,0.3078,0.35055,0.39163,0.44072,0.48055,0.52734,0.55706,0.60798,0.62723,0.65445,0.69753,0.73423,0.75403,0.78715,0.80227,0.81787,0.83782,0.86733,0.86397,0.88681,0.89645,0.90428,0.91184,0.94189,0.94504,0.96128,0.97567,0.99074,0.99633,0.99399,0.97844,0.96394,0.95043,0.9404,0.9174,0.90507,0.89902,0.87054,0.84513,0.80523,0.79115,0.76583,0.68157,0.57242
Wheat III,2003/4,9,0,7,11,20.0531,1.4392,0.017162,0.17452,0.24381,0.29065,0.36778,0.42493,0.48478,0.53651,0.58923,0.61869,0.64689,0.6667,0.68477,0.71067,0.75204,0.75091,0.77102,0.79479,0.85254,0.87523,0.91819,0.93058,0.95445,0.95158,0.96437,0.96975,0.96959,0.96471,0.98312,0.98353,0.98536,0.98337,0.97103,0.95351,0.9602,0.93567,0.93628,0.9158,0.91565,0.89456,0.87053,0.83984,0.82811,0.80689,0.79938,0.77015,0.73691,0.7443,0.71149,0.65693,0.61749
Wheat III,2003/4,9,0,8,11,23.3189,1.5575,0.03307,0.17844,0.2857,0.37999,0.44588,0.49199,0.53472,0.56767,0.59467,0.65078,0.65236,0.67466,0.68783,0.7123,0.73262,0.7197,0.75742,0.76653,0.8205,0.88842,0.90135,0.92755,0.95393,0.95954,0.97085,0.97544,0.96604,0.98538,0.99253,0.9761,0.99981,0.9716,0.96887,0.96369,0.96717,0.95909,0.95074,0.93451,0.94636,0.93408,0.91696,0.91694,0.92743,0.93045,0.89451,0.88896,0.86807,0.84828,0.80872,0.77023,0.72087
Wheat III,2003/4,9,0,9,11,25.748,1.6617,0.023392,0.1435,0.19314,0.27727,0.34355,0.40536,0.46861,0.49852,0.52988,0.55945,0.58829,0.60693,0.64913,0.67437,0.70886,0.74424,0.77719,0.81305,0.84255,0.88559,0.91711,0.93377,0.9553,0.95536,0.97788,0.97248,0.96258,0.98558,0.99315,0.9903,0.98904,0.96946,0.97066,0.95902,0.94074,0.94094,0.94491,0.94522,0.95124,0.94119,0.93291,0.91827,0.91579,0.90184,0.88497,0.88699,0.85368,0.82822,0.79979,0.76608,0.67891
Wheat III,2003/4,9,0,10,11,26.9764,1.6946,0.020382,0.13756,0.22319,0.29282,0.33431,0.40864,0.45663,0.4938,0.543,0.5534,0.57264,0.61984,0.62917,0.67933,0.7144,0.75255,0.79923,0.83099,0.87337,0.88752,0.88957,0.92371,0.93588,0.95639,0.96552,0.96765,0.9827,0.98971,0.99551,0.98753,0.98777,0.96839,0.97286,0.97056,0.97495,0.96631,0.9525,0.95398,0.94189,0.92584,0.92001,0.92088,0.91498,0.89605,0.91621,0.9016,0.88086,0.85964,0.83096,0.79009,0.68641
Wheat III,2003/4,9,0,11,11,23.2362,1.9141,0.010723,0.078871,0.14068,0.1937,0.25493,0.29982,0.33857,0.36796,0.4155,0.44425,0.49396,0.53948,0.58091,0.62661,0.67092,0.73442,0.76311,0.79471,0.82867,0.84414,0.85597,0.86991,0.881,0.88934,0.90962,0.92524,0.94821,0.95884,0.98651,0.98142,0.98681,0.99127,0.97303,0.97398,0.98959,0.9935,0.99138,0.98263,0.97739,0.97063,0.94346,0.94263,0.92459,0.89901,0.88373,0.86309,0.8379,0.791,0.75588,0.70273,0.60926
Wheat III,2004/5,1,0,2,11,10.1821,0.31943,0.067337,0.22902,0.24405,0.31515,0.27222,0.38205,0.44245,0.42469,0.45275,0.48084,0.51442,0.49125,0.52967,0.6441,0.62129,0.68184,0.65555,0.66585,0.67262,0.78431,0.79342,0.8028,0.8102,0.81818,0.84053,0.82183,0.80972,0.83889,0.90072,0.90478,0.93628,0.94932,0.9136,0.93346,0.90222,0.92287,0.93105,0.95648,0.96582,0.925,0.92089,0.91601,0.96665,0.93986,0.98091,0.91928,0.94672,0.86751,0.83579,0.81174,0.80871
Wheat III,2004/5,1,0,3,11,11.171,0.42366,0.092561,0.16485,0.20122,0.27805,0.31567,0.32119,0.34497,0.38093,0.40896,0.40698,0.40997,0.48214,0.50798,0.5239,0.53662,0.60752,0.60064,0.64518,0.69061,0.7419,0.75668,0.78684,0.79444,0.84451,0.81015,0.83531,0.87155,0.89565,0.86929,0.92694,0.92118,0.94405,0.93723,0.94656,0.94779,0.96699,0.9655,0.95918,0.96155,0.96976,0.94143,0.92867,0.93129,0.90877,0.92518,0.9608,0.87596,0.91713,0.86633,0.82935,0.80433
Wheat III,2004/5,1,0,4,11,10.2393,0.52008,0.02587,0.12775,0.2077,0.24168,0.31607,0.3656,0.41247,0.45079,0.49799,0.55144,0.55794,0.60305,0.61645,0.65457,0.68422,0.71479,0.75486,0.78127,0.79968,0.84532,0.85508,0.90364,0.92625,0.95301,0.95484,0.97376,0.97613,0.98727,0.96594,0.95882,0.94616,0.94757,0.91894,0.92496,0.95593,0.95881,0.9141,0.95145,0.92558,0.93504,0.90911,0.89828,0.91045,0.87498,0.8965,0.89197,0.87274,0.86178,0.82946,0.80194,0.78343
Wheat III,2004/5,1,0,5,11,11.3983,0.59364,0.030141,0.1269,0.20471,0.26209,0.32976,0.39946,0.45092,0.49882,0.55868,0.57881,0.61762,0.6378,0.64465,0.6873,0.71753,0.72138,0.76259,0.83584,0.8749,0.89512,0.91203,0.92109,0.93634,0.93783,0.95556,0.96533,0.95901,0.96797,0.95732,0.94113,0.96287,0.96473,0.97459,0.95993,0.98472,0.95989,0.95665,0.9465,0.94531,0.94703,0.94143,0.94497,0.94419,0.94291,0.91328,0.89127,0.8981,0.87808,0.88508,0.8572,0.82516
Wheat III,2004/5,1,0,6,11,14.5165,0.73373,0.055172,0.22609,0.3402,0.36355,0.42749,0.44463,0.48556,0.49307,0.52796,0.55431,0.60457,0.63832,0.66595,0.67822,0.70218,0.698,0.74579,0.8114,0.85207,0.8699,0.90344,0.91857,0.93485,0.93518,0.97038,0.96082,0.96557,0.98637,0.97814,0.98831,0.98307,0.97844,0.97898,0.96945,0.97924,0.96419,0.94552,0.92632,0.91696,0.91403,0.8998,0.91881,0.88701,0.88307,0.89472,0.8777,0.85443,0.82624,0.79102,0.75859,0.73295
Wheat III,2004/5,1,0,7,11,16.3785,1.0028,0.066788,0.21886,0.28137,0.3326,0.40105,0.44882,0.49584,0.55765,0.5659,0.62883,0.6545,0.71509,0.74895,0.75632,0.78538,0.81635,0.82469,0.86497,0.89492,0.92762,0.96343,0.96758,0.96564,0.98094,0.98411,0.97978,0.98747,0.98609,0.97256,0.96712,0.97156,0.9609,0.95346,0.9546,0.93989,0.93414,0.9458,0.94353,0.9188,0.90248,0.88185,0.88088,0.87009,0.84842,0.82253,0.81467,0.77826,0.77202,0.75382,0.71076,0.69327
Wheat III,2004/5,1,0,8,11,20.8961,1.0813,0.051319,0.21135,0.28532,0.35152,0.4274,0.4521,0.51411,0.56423,0.60804,0.65095,0.68168,0.69872,0.71669,0.71921,0.72558,0.7054,0.74784,0.7953,0.83571,0.84493,0.87683,0.89996,0.90873,0.92258,0.94657,0.94217,0.95561,0.96959,0.97435,0.9864,0.97502,0.95532,0.98232,0.98265,0.96882,0.94939,0.95756,0.95625,0.95218,0.96275,0.96841,0.97168,0.93594,0.94024,0.924,0.90539,0.90668,0.87025,0.81465,0.75533,0.70389
Wheat III,2004/5,1,0,9,11,27.3298,1.1148,0.010835,0.14361,0.21887,0.28984,0.35874,0.41874,0.49695,0.53544,0.57715,0.59952,0.626,0.64898,0.66256,0.6838,0.69469,0.74031,0.76012,0.78491,0.85864,0.88072,0.933,0.94434,0.94998,0.96151,0.97593,0.98119,0.97075,0.95783,0.94391,0.89745,0.93834,0.92616,0.93739,0.92665,0.92898,0.9716,0.97085,0.97872,0.98684,0.97882,0.98196,0.98213,0.96745,0.94171,0.92716,0.91573,0.9097,0.89621,0.85769,0.81241,0.78122
Wheat III,2004/5,1,0,10,11,28.968,1.2391,0.036286,0.21606,0.3208,0.37133,0.42966,0.44994,0.50064,0.53038,0.55584,0.58024,0.58386,0.61009,0.61883,0.64246,0.67148,0.69375,0.71875,0.80218,0.85321,0.89797,0.91637,0.93944,0.94984,0.97773,0.98138,0.99076,0.98583,0.97502,0.96913,0.97287,0.96614,0.95624,0.95617,0.96801,0.95793,0.96899,0.97296,0.96453,0.96609,0.97752,0.96627,0.95747,0.94227,0.94544,0.94138,0.91709,0.9023,0.89513,0.8721,0.83394,0.80508
Wheat III,2004/5,1,0,11,11,25.5443,1.3663,0.011032,0.16699,0.26641,0.3351,0.37303,0.42078,0.46543,0.49845,0.52512,0.55458,0.56303,0.59666,0.61359,0.61762,0.63392,0.66689,0.69922,0.75747,0.80137,0.83874,0.87375,0.89788,0.91243,0.9229,0.93846,0.95521,0.96374,0.98356,0.96392,0.96313,0.97748,0.98504,0.99613,0.99362,0.98311,0.98319,0.96804,0.97449,0.96388,0.95505,0.94527,0.96087,0.95432,0.95961,0.94758,0.94711,0.92695,0.90002,0.86662,0.82444,0.77091
Wheat III,2004/5,2,0,3,11,8.281,0.55408,0.02336,0.11652,0.14021,0.22789,0.28749,0.26501,0.29539,0.36099,0.35565,0.42573,0.47271,0.5035,0.56749,0.57233,0.61692,0.64091,0.66887,0.68846,0.70004,0.74411,0.74803,0.81306,0.85405,0.87376,0.9274,0.92785,0.94271,0.93527,0.94444,0.96857,0.9535,0.96665,0.96685,0.9722,0.96946,0.98234,0.98119,0.96985,0.96907,0.93203,0.94449,0.9457,0.92729,0.92965,0.94149,0.91677,0.88004,0.88502,0.84634,0.8095,0.77327
Wheat III,2004/5,2,0,4,11,8.5259,0.55116,0.042455,0.16612,0.2386,0.30977,0.40136,0.45465,0.51632,0.58131,0.61431,0.64313,0.65812,0.70145,0.71137,0.75433,0.74458,0.75845,0.76836,0.77411,0.79706,0.82093,0.88038,0.90078,0.93316,0.91049,0.92774,0.9462,0.95597,0.96636,0.99533,0.98145,0.97538,0.9885,0.965,0.96719,0.96333,0.9596,0.9761,0.95477,0.9519,0.95988,0.92662,0.92357,0.91428,0.90084,0.90871,0.90241,0.90098,0.86978,0.84471,0.81908,0.80961
Wheat III,2004/5,2,0,5,11,9.3968,0.59804,0.050573,0.17973,0.27973,0.33029,0.41399,0.47624,0.52033,0.59143,0.59591,0.61417,0.65809,0.69331,0.72462,0.72164,0.75772,0.74279,0.76761,0.80813,0.85962,0.87326,0.89953,0.91825,0.92111,0.91806,0.93475,0.93989,0.97114,0.94894,0.94742,0.96405,0.96513,0.95995,0.96686,0.9625,0.94358,0.96234,0.94785,0.97889,0.95723,0.95436,0.95253,0.93788,0.93427,0.94737,0.91577,0.93511,0.91476,0.91604,0.90772,0.85737,0.82987
Wheat III,2004/5,2,0,6,11,11.4871,0.61611,0.056923,0.1929,0.29069,0.37332,0.44061,0.52594,0.57965,0.61005,0.64779,0.66017,0.65295,0.69274,0.69567,0.69122,0.74551,0.76163,0.77466,0.82836,0.85599,0.87835,0.8776,0.91186,0.91596,0.89622,0.94914,0.94359,0.93272,0.92838,0.95663,0.95634,0.98098,0.98456,0.96458,0.96254,0.96536,0.93656,0.96383,0.97291,0.93857,0.95891,0.91647,0.91502,0.90709,0.89061,0.87985,0.86554,0.85909,0.85379,0.81471,0.80149,0.76992
Wheat III,2004/5,2,0,7,11,12.974,0.82696,0.074372,0.22482,0.33498,0.4245,0.42354,0.4659,0.48725,0.52612,0.55972,0.58971,0.60312,0.65969,0.65322,0.69988,0.71119,0.76603,0.79871,0.84278,0.89815,0.87009,0.90458,0.8941,0.90889,0.96348,0.96361,0.93691,0.9518,0.94044,0.94996,0.96403,0.96884,0.99005,0.96198,0.95131,0.95355,0.96565,0.96648,0.94836,0.9564,0.93963,0.94483,0.91804,0.90907,0.89932,0.87699,0.87633,0.87266,0.85553,0.8301,0.7776,0.7651
Wheat III,2004/5,2,0,8,11,18.9474,1.1157,0.019937,0.19147,0.30346,0.36745,0.40707,0.45463,0.48599,0.53344,0.58052,0.61554,0.64435,0.67011,0.69119,0.7186,0.77969,0.80693,0.83691,0.8634,0.86963,0.89008,0.92613,0.94118,0.9459,0.95685,0.95536,0.96871,0.9712,0.98655,0.97819,0.96596,0.96246,0.96531,0.97599,0.96014,0.96693,0.9642,0.97239,0.95485,0.96054,0.94765,0.95339,0.95256,0.93519,0.91929,0.90925,0.89455,0.87875,0.85597,0.82829,0.78885,0.76239
Wheat III,2004/5,2,0,9,11,21.8255,1.2641,0.026102,0.20141,0.29669,0.35523,0.4074,0.45574,0.49068,0.50503,0.53119,0.55271,0.56109,0.59417,0.60721,0.62479,0.6675,0.70998,0.74943,0.79021,0.81438,0.86267,0.86204,0.88551,0.91517,0.92853,0.94221,0.95612,0.96431,0.97156,0.96846,0.98025,0.97642,0.96382,0.96739,0.95325,0.96469,0.96087,0.97425,0.98118,0.98742,0.99318,0.98494,0.97459,0.96185,0.95778,0.95972,0.93811,0.91888,0.88184,0.84318,0.79829,0.75186
Wheat III,2004/5,2,0,10,11,24.3069,1.2892,0.035552,0.19872,0.28625,0.37043,0.43887,0.4606,0.49174,0.51315,0.53621,0.566,0.58665,0.63091,0.64499,0.67702,0.71426,0.75842,0.80172,0.83542,0.85584,0.87992,0.894,0.91672,0.92197,0.94094,0.95088,0.9584,0.97117,0.97735,0.98812,0.99868,0.98089,1.0005,0.98082,0.99355,0.97624,0.95167,0.94484,0.93938,0.953,0.94604,0.94273,0.95756,0.95508,0.94562,0.94325,0.92618,0.91583,0.8904,0.86174,0.80811,0.78428
Wheat III,2004/5,2,0,11,11,23.2199,1.2892,0.022563,0.15818,0.26151,0.34964,0.39631,0.44307,0.47311,0.49752,0.51681,0.54255,0.57502,0.60239,0.62604,0.65169,0.6902,0.73128,0.76753,0.82282,0.84015,0.85652,0.88839,0.90885,0.92175,0.93696,0.94749,0.95405,0.96482,0.97585,0.97328,0.97585,0.97885,0.97911,0.97797,0.97562,0.98459,0.98915,0.98281,0.96192,0.96224,0.94848,0.93936,0.94317,0.937,0.94154,0.93575,0.93335,0.92298,0.8892,0.83738,0.7965,0.75498
Barley I,2005,1,0,1,7,10.1592,0.94737,0.050581,0.34138,0.40666,0.46794,0.54305,0.59997,0.6516,0.69349,0.73744,0.77721,0.80228,0.82913,0.85971,0.88059,0.89779,0.92065,0.93542,0.94689,0.95979,0.97334,0.97542,0.9834,0.98944,0.98975,0.99215,0.99159,0.99226,0.98533,0.98908,0.98778,0.98077,0.97721,0.97497,0.96819,0.96734,0.95776,0.95072,0.95282,0.94164,0.93851,0.931,0.92565,0.91552,0.91937,0.90474,0.88906,0.87853,0.86797,0.84502,0.82404,0.66092
Barley I,2005,1,0,2,7,18.9037,0.95395,0.040989,0.12496,0.19099,0.24935,0.29525,0.33912,0.37968,0.41955,0.45497,0.49486,0.52846,0.56057,0.58396,0.6327,0.68641,0.71948,0.75917,0.79556,0.82027,0.84595,0.86726,0.8743,0.90102,0.91802,0.92816,0.92883,0.94886,0.95606,0.97208,0.98105,0.98027,0.98048,0.98483,0.98642,0.98369,0.99229,0.99793,0.99181,0.9961,0.99558,0.99509,0.98899,0.97757,0.96128,0.96239,0.93494,0.91385,0.89843,0.86017,0.81032,0.48859
Barley I,2005,1,0,3,7,25.7802,1.0009,0.045084,0.10172,0.18731,0.24719,0.30241,0.34776,0.396,0.43359,0.47041,0.50296,0.5289,0.57119,0.60418,0.63921,0.6731,0.71832,0.76569,0.79741,0.8325,0.85471,0.87355,0.895,0.91039,0.93077,0.93722,0.95581,0.96582,0.97268,0.98428,0.98816,0.98996,0.99023,0.98763,0.98874,0.99192,0.99109,0.98814,0.97728,0.98152,0.97298,0.971,0.96483,0.94879,0.9443,0.93741,0.91665,0.91309,0.89542,0.8765,0.84551,0.42571
Barley I,2005,1,0,4,7,31.3834,1.0582,0.044108,0.10977,0.18031,0.23139,0.28131,0.33135,0.37385,0.40793,0.43786,0.46553,0.5011,0.53395,0.5712,0.60065,0.62673,0.65872,0.68479,0.7045,0.75074,0.78695,0.83353,0.86006,0.89219,0.91735,0.93297,0.95219,0.95911,0.97087,0.97679,0.98533,0.99094,0.99024,0.99064,0.99384,0.99913,0.99496,0.98853,0.98627,0.98593,0.97663,0.97341,0.96352,0.94867,0.94227,0.94081,0.92555,0.92771,0.91255,0.89037,0.85201,0.46478
Barley I,2005,1,0,4,8,31.2336,0.98392,0.078464,0.094909,0.18491,0.2486,0.29824,0.36599,0.40973,0.43939,0.46904,0.48964,0.52709,0.56287,0.59942,0.63174,0.65576,0.68366,0.71538,0.7451,0.78184,0.83286,0.8666,0.88503,0.90839,0.92829,0.95145,0.95347,0.96106,0.9658,0.97182,0.9839,0.98778,0.98781,0.99075,0.99081,0.98866,0.98386,0.97635,0.97363,0.96596,0.95924,0.94536,0.93999,0.91797,0.91997,0.91212,0.90852,0.90431,0.8887,0.85364,0.83465,0.41161
Barley I,2005,1,0,5,7,30.0477,1.1032,0.065252,0.093773,0.16943,0.22364,0.26427,0.30049,0.32342,0.3426,0.35899,0.38113,0.40994,0.43432,0.46402,0.48078,0.50944,0.52782,0.55106,0.57201,0.59366,0.63743,0.6917,0.7355,0.76832,0.79878,0.82624,0.85752,0.88117,0.90915,0.92588,0.95202,0.98443,0.99197,0.99498,0.99323,0.99633,0.99734,0.9989,0.99703,0.99549,0.9993,0.99735,0.99787,0.99743,0.99971,0.99911,1.0001,0.99696,0.99506,0.99433,0.97419,0.44249
Barley I,2005,1,0,5,8,29.7392,1.0991,0.044807,0.095297,0.18181,0.21859,0.25212,0.30028,0.32914,0.34585,0.36661,0.38387,0.40149,0.43023,0.45272,0.4776,0.5068,0.52034,0.53782,0.55142,0.5641,0.58547,0.64964,0.70439,0.75969,0.78959,0.81795,0.83723,0.87413,0.86851,0.90426,0.91322,0.94356,0.97734,0.98184,0.99094,0.99823,0.99652,0.99951,0.99671,0.99959,1.0062,0.99385,1.0017,0.99861,0.99928,0.99158,0.99535,0.99354,0.9637,0.95757,0.90022,0.45659
Barley I,2005,1,0,6,7,22.1524,1.0705,0.037631,0.089072,0.16747,0.22009,0.26624,0.30372,0.33051,0.35597,0.37871,0.41085,0.43361,0.45956,0.47992,0.4974,0.5159,0.53704,0.55797,0.58531,0.60722,0.62725,0.64463,0.66431,0.68271,0.71645,0.75365,0.78029,0.8029,0.82478,0.84596,0.86242,0.8852,0.91354,0.92621,0.96357,0.98127,0.99179,0.99744,0.99903,0.99879,0.99751,0.99956,0.99666,0.99907,0.99913,0.99873,0.99965,0.99906,0.99747,0.99272,0.90526,0.39512
Barley I,2005,1,0,6,8,23.5297,1.0541,0.020513,0.089944,0.16776,0.23249,0.27404,0.30913,0.33524,0.36175,0.39037,0.41967,0.44808,0.47542,0.49213,0.50849,0.53552,0.55799,0.57538,0.60181,0.61918,0.63971,0.65622,0.66499,0.68162,0.72056,0.7569,0.78086,0.79994,0.82753,0.85172,0.86368,0.89545,0.91811,0.9472,0.9655,0.98843,0.99853,0.99492,0.99471,0.99392,0.99724,0.99289,1.0002,0.99268,1.0021,0.99907,0.99523,0.98943,0.99566,0.99035,0.9299,0.4137
Barley I,2005,1,0,7,7,11.4489,0.83289,0.047829,0.093934,0.1549,0.22062,0.26693,0.30925,0.34516,0.37493,0.39557,0.41239,0.42993,0.45027,0.47285,0.49203,0.52225,0.54139,0.56173,0.57897,0.59781,0.61408,0.63337,0.64836,0.66755,0.68793,0.71116,0.72917,0.75525,0.76606,0.7796,0.78872,0.80027,0.80834,0.82128,0.85653,0.88205,0.90988,0.92055,0.94445,0.9598,0.9742,0.98403,0.99027,0.99289,0.99483,0.99251,0.98257,0.95982,0.89769,0.78395,0.60168,0.41305
Barley I,2005,1,0,7,8,17.3628,0.95614,-0.0021155,0.087715,0.16361,0.22028,0.26608,0.32464,0.3479,0.38752,0.40829,0.44602,0.47022,0.4958,0.50821,0.53547,0.54444,0.56461,0.59398,0.61979,0.64265,0.66278,0.68919,0.7128,0.72807,0.74446,0.76372,0.77045,0.77779,0.78483,0.81073,0.84649,0.8681,0.889,0.91657,0.91859,0.94728,0.96715,0.98029,0.9855,0.99376,0.99305,0.99346,0.9907,0.9943,0.99248,0.99377,1,0.99749,0.99743,0.99363,0.88284,0.3759
Barley I,2005,1,0,8,8,6.8711,0.61404,0.0092783,0.099724,0.13527,0.15242,0.1915,0.24907,0.29295,0.32918,0.36398,0.39899,0.43433,0.46429,0.48364,0.49346,0.52486,0.56271,0.57259,0.58653,0.60888,0.63562,0.64659,0.66398,0.69576,0.70896,0.72165,0.7353,0.73893,0.75618,0.79304,0.80414,0.82123,0.8539,0.86517,0.89485,0.92533,0.94911,0.97052,0.97559,0.97323,0.97981,0.98432,0.99448,0.99722,0.98485,0.97564,0.97508,0.96828,0.91624,0.83904,0.6728,0.5095
Barley II,2004,1,0,1,8,12.093,0.78348,-0.031401,0.31631,0.42502,0.51725,0.57995,0.63655,0.69781,0.73922,0.77224,0.80378,0.82584,0.85211,0.8813,0.89692,0.91426,0.93544,0.94773,0.95883,0.96508,0.9727,0.97356,0.98773,0.99151,0.98763,0.9912,0.99546,0.99791,0.98267,0.98308,0.99319,0.98286,0.98448,0.985,0.98477,0.97533,0.96452,0.97043,0.95362,0.95263,0.94679,0.93103,0.92902,0.90842,0.89326,0.8814,0.86781,0.86445,0.84978,0.82136,0.79508,0.65732
Barley II,2004,1,0,2,8,20.3086,0.825,0.011699,0.11312,0.16859,0.24153,0.27715,0.32371,0.38266,0.4325,0.4673,0.51897,0.55761,0.60839,0.67645,0.70877,0.75496,0.80162,0.82609,0.85523,0.87576,0.89173,0.91901,0.94112,0.94372,0.97039,0.98018,0.98194,0.98376,0.98925,0.99143,0.99433,0.99481,0.99566,0.98424,0.98899,0.99793,0.99678,0.99506,0.98804,0.98746,0.96885,0.97158,0.96466,0.95083,0.9563,0.92676,0.92073,0.89665,0.87147,0.83985,0.79328,0.61817
Barley II,2004,1,0,3,8,26.7358,0.98209,0.017447,0.077374,0.1566,0.22856,0.27483,0.33153,0.37449,0.42346,0.45835,0.49708,0.51823,0.56288,0.61776,0.67786,0.72254,0.76209,0.80927,0.83892,0.87373,0.91389,0.92438,0.94565,0.95926,0.96882,0.97767,0.96798,0.97725,0.98586,0.9847,0.99235,0.99433,0.99541,0.99672,0.98929,0.98101,0.96765,0.96136,0.95661,0.95979,0.94429,0.91783,0.91985,0.90537,0.89883,0.88959,0.87976,0.85588,0.84297,0.80705,0.76853,0.6087
Barley II,2004,1,0,4,8,34.0652,1.0582,0.049077,0.089912,0.1653,0.2351,0.29241,0.33424,0.36231,0.39072,0.43145,0.46424,0.50858,0.53048,0.54096,0.59097,0.64993,0.69307,0.73089,0.76082,0.79678,0.83274,0.85981,0.88399,0.91182,0.927,0.94301,0.95367,0.95449,0.96414,0.97703,0.98383,0.98814,0.99355,0.99049,0.99682,0.99364,0.98752,0.98728,0.97653,0.96518,0.95593,0.9638,0.95805,0.94943,0.93603,0.92318,0.91982,0.89673,0.89668,0.85717,0.81452,0.63317
Barley II,2004,1,0,5,8,36.6626,1.1687,0.010459,0.10073,0.17092,0.21828,0.25905,0.29174,0.31735,0.33012,0.35753,0.38682,0.42228,0.44922,0.47199,0.48765,0.51998,0.52323,0.57268,0.61094,0.65247,0.70905,0.73644,0.77484,0.79939,0.8179,0.84264,0.8597,0.87662,0.88908,0.90269,0.92108,0.93328,0.93789,0.94797,0.96657,0.97944,0.99389,0.98831,0.988,0.99463,0.99622,0.97783,0.98908,0.98492,0.97804,0.98291,0.9765,0.95538,0.95594,0.9119,0.88045,0.64615
Barley II,2004,1,0,5,9,36.4503,1.1442,0.027949,0.088095,0.11966,0.14827,0.22254,0.26889,0.30002,0.31908,0.36187,0.40297,0.41321,0.45676,0.47835,0.51331,0.53397,0.55989,0.57001,0.64103,0.69463,0.72568,0.77832,0.79407,0.82113,0.83791,0.85924,0.87265,0.90131,0.94,0.91295,0.94447,0.95744,0.95528,0.97182,0.97668,0.98649,0.98304,0.99062,0.9999,0.98934,0.98987,0.97986,0.98247,0.96379,0.94678,0.92841,0.9271,0.91883,0.89693,0.89657,0.87903,0.64917
Barley II,2004,1,0,6,8,30.0882,1.2322,0.054105,0.063479,0.11009,0.1367,0.16992,0.1861,0.21451,0.24256,0.28685,0.31363,0.35042,0.36986,0.3876,0.42047,0.44209,0.46905,0.4797,0.49764,0.54836,0.57408,0.58895,0.63001,0.66282,0.67892,0.71076,0.73442,0.77104,0.78955,0.82927,0.84994,0.87004,0.88676,0.8927,0.90709,0.92333,0.93313,0.94446,0.95667,0.96482,0.97452,0.98644,0.98709,0.99156,0.9945,0.99469,0.99221,0.98888,0.97584,0.95306,0.92363,0.65995
Barley II,2004,1,0,6,9,30.8907,1.1994,0.041802,0.051207,0.093593,0.12211,0.1586,0.18092,0.20553,0.25166,0.30741,0.33571,0.3692,0.39288,0.41862,0.44064,0.46108,0.49271,0.51447,0.54382,0.56098,0.59284,0.63306,0.66791,0.69734,0.72248,0.74801,0.78183,0.80801,0.82689,0.86387,0.88408,0.89926,0.91042,0.92077,0.93644,0.94713,0.95301,0.97117,0.96985,0.98585,0.99018,0.99633,0.99151,0.99002,0.98542,0.97338,0.97584,0.95423,0.9447,0.91278,0.88324,0.69301
